orderid,orderdate,region,salesperson,category,product,units,unitprice,revenue,customertype,month,revenue_category
ORD00256,2024-04-25,North,Priya,Clothing,Shoes,24,1236.35,29672.4,Wholesale,4,Low Revenue
ORD00257,2025-01-05,South,Amit,Clothing,Shirt,50,1484.57,74228.5,Retail,1,High Revenue
ORD00258,2024-03-16,South,Divya,Clothing,Shirt,32,505.36,16171.52,Wholesale,3,Low Revenue
ORD00259,2024-05-24,East,Rahul,Furniture,Chair,42,610.43,25638.06,Wholesale,5,Low Revenue
ORD00260,2025-12-29,West,Arjun,Furniture,Cabinet,37,1594.24,58986.88,Retail,12,High Revenue
ORD00261,2025-09-10,South,Divya,Electronics,Laptop,15,1557.75,23366.25,Retail,9,Low Revenue
ORD00262,2024-12-18,East,Divya,Clothing,Jeans,42,364.15,15294.3,Wholesale,12,Low Revenue
ORD00263,2025-11-17,North,Divya,Electronics,Phone,10,1849.91,18499.1,Retail,11,Low Revenue
ORD00264,2024-06-01,North,Arjun,Grocery,Milk,48,608.49,29207.52,Retail,6,Low Revenue
ORD00265,2024-07-29,West,Rahul,Clothing,Jeans,50,156.82,7841.0,Retail,7,Low Revenue
ORD00266,2024-07-13,West,Arjun,Grocery,Oil,24,557.03,13368.72,Wholesale,7,Low Revenue
ORD00267,2024-07-17,South,Karthik,Electronics,Tablet,9,382.85,3445.65,Wholesale,7,Low Revenue
ORD00268,2024-05-14,East,Karthik,Electronics,Monitor,14,1623.02,22722.28,Retail,5,Low Revenue
ORD00269,2024-07-15,North,Priya,Furniture,Desk,49,1610.05,78892.45,Wholesale,7,High Revenue
ORD00270,2025-08-04,East,Amit,Grocery,Sugar,34,405.52,13787.68,Retail,8,Low Revenue
ORD00271,2025-03-27,East,Karthik,Grocery,Rice,29,189.94,5508.26,Retail,3,Low Revenue
ORD00272,2024-11-12,West,Meena,Furniture,Cabinet,20,1039.98,20799.6,Wholesale,11,Low Revenue
ORD00273,2024-02-09,South,Priya,Furniture,Table,16,1749.34,27989.44,Retail,2,Low Revenue
ORD00274,2024-11-03,North,Rahul,Grocery,Milk,20,1577.99,31559.8,Wholesale,11,Medium Revenue
ORD00275,2024-02-29,South,Meena,Clothing,Shoes,17,104.62,1778.54,Wholesale,2,Low Revenue
ORD00276,2024-07-27,West,Amit,Furniture,Table,44,430.44,18939.36,Retail,7,Low Revenue
ORD00277,2025-10-05,East,Rahul,Electronics,Laptop,49,1583.37,77585.13,Wholesale,10,High Revenue
ORD00278,2025-05-20,South,Sneha,Furniture,Cabinet,27,1910.53,51584.31,Wholesale,5,High Revenue
ORD00279,2025-11-10,East,Sneha,Clothing,Jacket,50,1758.65,87932.5,Wholesale,11,High Revenue
ORD00280,2024-03-28,South,Arjun,Clothing,Shoes,26,199.17,5178.42,Retail,3,Low Revenue
ORD00281,2024-07-09,North,Amit,Electronics,Monitor,26,1238.4,32198.4,Retail,7,Medium Revenue
ORD00282,2024-12-16,East,Meena,Clothing,Shoes,25,1143.08,28577.0,Retail,12,Low Revenue
ORD00283,2024-07-25,South,Divya,Clothing,Shirt,27,1261.54,34061.58,Retail,7,Medium Revenue
ORD00284,2024-11-22,South,Arjun,Electronics,Monitor,13,1894.22,24624.86,Wholesale,11,Low Revenue
ORD00285,2024-11-12,North,Amit,Grocery,Rice,25,702.26,17556.5,Wholesale,11,Low Revenue
ORD00286,2024-11-13,East,Amit,Clothing,Jeans,32,1137.03,36384.96,Wholesale,11,Medium Revenue
ORD00287,2024-11-17,East,Karthik,Electronics,Laptop,34,1235.19,41996.46,Wholesale,11,Medium Revenue
ORD00288,2024-09-21,East,Priya,Electronics,Tablet,14,248.29,3476.06,Retail,9,Low Revenue
ORD00289,2024-05-09,West,Meena,Grocery,Milk,23,1501.48,34534.04,Wholesale,5,Medium Revenue
ORD00290,2025-09-04,North,Divya,Clothing,Shoes,17,1664.02,28288.34,Retail,9,Low Revenue
ORD00291,2025-08-04,North,Amit,Furniture,Table,37,750.01,27750.37,Retail,8,Low Revenue
ORD00292,2024-07-26,South,Rahul,Electronics,Tablet,37,1805.91,66818.67,Retail,7,High Revenue
ORD00293,2025-07-19,South,Rahul,Furniture,Desk,18,313.71,5646.78,Retail,7,Low Revenue
ORD00294,2025-12-09,North,Arjun,Furniture,Cabinet,17,128.17,2178.89,Retail,12,Low Revenue
ORD00295,2024-01-27,West,Arjun,Clothing,Jeans,15,1020.21,15303.15,Wholesale,1,Low Revenue
ORD00296,2024-04-19,East,Meena,Clothing,Shirt,21,746.38,15673.98,Wholesale,4,Low Revenue
ORD00297,2024-06-06,South,Karthik,Furniture,Table,18,1041.04,18738.72,Retail,6,Low Revenue
ORD00298,2025-06-03,West,Sneha,Electronics,Tablet,37,949.54,35132.98,Wholesale,6,Medium Revenue
ORD00299,2024-11-20,East,Divya,Furniture,Table,5,1101.7,5508.5,Retail,11,Low Revenue
ORD00300,2025-03-01,South,Arjun,Electronics,Tablet,8,1044.55,8356.4,Wholesale,3,Low Revenue
ORD00301,2024-07-19,South,Priya,Grocery,Oil,43,1800.33,77414.19,Wholesale,7,High Revenue
ORD00302,2024-10-26,South,Rahul,Furniture,Chair,8,841.42,6731.36,Wholesale,10,Low Revenue
ORD00303,2025-12-20,East,Amit,Grocery,Oil,30,543.16,16294.8,Retail,12,Low Revenue
ORD00304,2025-07-19,West,Arjun,Clothing,Shirt,33,58.25,1922.25,Retail,7,Low Revenue
ORD00305,2025-09-09,West,Meena,Clothing,Jacket,50,1316.86,65843.0,Wholesale,9,High Revenue
ORD00306,2024-04-07,East,Arjun,Clothing,Shirt,13,81.12,1054.56,Retail,4,Low Revenue
ORD00307,2024-02-19,East,Sneha,Electronics,Phone,8,1465.19,11721.52,Wholesale,2,Low Revenue
ORD00308,2025-07-09,West,Meena,Electronics,Phone,34,1668.81,56739.54,Wholesale,7,High Revenue
ORD00309,2024-11-21,East,Divya,Grocery,Milk,21,1851.05,38872.05,Retail,11,Medium Revenue
ORD00310,2025-06-27,North,Karthik,Furniture,Chair,47,1405.92,66078.24,Wholesale,6,High Revenue
ORD00311,2024-11-13,West,Divya,Furniture,Cabinet,34,1334.75,45381.5,Wholesale,11,Medium Revenue
ORD00312,2025-03-22,West,Rahul,Furniture,Table,28,1557.17,43600.76,Retail,3,Medium Revenue
ORD00313,2024-10-17,South,Meena,Electronics,Monitor,9,875.86,7882.74,Retail,10,Low Revenue
ORD00314,2024-07-08,West,Divya,Furniture,Cabinet,48,245.17,11768.16,Retail,7,Low Revenue
ORD00315,2025-12-19,North,Karthik,Furniture,Table,2,1883.47,3766.94,Wholesale,12,Low Revenue
ORD00316,2025-12-09,West,Sneha,Grocery,Oil,40,1890.49,75619.6,Retail,12,High Revenue
ORD00317,2024-03-24,East,Priya,Grocery,Milk,48,655.97,31486.56,Retail,3,Medium Revenue
ORD00318,2024-07-21,North,Meena,Clothing,Jacket,31,419.75,13012.25,Wholesale,7,Low Revenue
ORD00319,2024-11-19,North,Divya,Clothing,Jacket,16,1018.58,16297.28,Retail,11,Low Revenue
ORD00320,2025-12-11,South,Priya,Furniture,Desk,15,67.78,1016.7,Wholesale,12,Low Revenue
ORD00321,2024-07-23,North,Karthik,Clothing,Jeans,24,1636.84,39284.16,Wholesale,7,Medium Revenue
ORD00322,2024-04-23,South,Amit,Clothing,Shirt,17,387.53,6588.01,Wholesale,4,Low Revenue
ORD00323,2024-09-27,North,Sneha,Clothing,Jeans,26,911.76,23705.76,Wholesale,9,Low Revenue
ORD00324,2024-04-20,East,Rahul,Clothing,Shoes,34,1632.6,55508.4,Retail,4,High Revenue
ORD00325,2024-11-14,East,Sneha,Electronics,Laptop,6,485.22,2911.32,Wholesale,11,Low Revenue
ORD00326,2025-08-29,West,Rahul,Grocery,Sugar,26,954.15,24807.9,Wholesale,8,Low Revenue
ORD00327,2024-02-13,South,Karthik,Furniture,Desk,7,1371.09,9597.63,Retail,2,Low Revenue
ORD00328,2024-06-14,West,Karthik,Furniture,Desk,20,1090.24,21804.8,Wholesale,6,Low Revenue
ORD00329,2025-08-03,South,Priya,Furniture,Chair,46,413.13,19003.98,Wholesale,8,Low Revenue
ORD00330,2024-12-11,East,Meena,Electronics,Monitor,39,720.16,28086.24,Retail,12,Low Revenue
ORD00331,2025-08-31,South,Rahul,Furniture,Cabinet,33,1902.96,62797.68,Retail,8,High Revenue
ORD00332,2025-07-05,West,Amit,Electronics,Monitor,49,1645.82,80645.18,Retail,7,High Revenue
ORD00333,2024-07-19,North,Arjun,Furniture,Table,41,811.23,33260.43,Retail,7,Medium Revenue
ORD00334,2024-06-17,North,Rahul,Electronics,Phone,43,879.52,37819.36,Wholesale,6,Medium Revenue
ORD00335,2024-01-29,South,Arjun,Grocery,Sugar,23,476.57,10961.11,Wholesale,1,Low Revenue
ORD00336,2024-01-13,West,Meena,Electronics,Laptop,19,819.88,15577.72,Retail,1,Low Revenue
ORD00337,2025-08-10,West,Rahul,Clothing,Shirt,45,1985.04,89326.8,Retail,8,High Revenue
ORD00338,2025-10-30,West,Divya,Electronics,Tablet,28,417.05,11677.4,Retail,10,Low Revenue
ORD00339,2025-08-12,East,Priya,Grocery,Sugar,15,867.06,13005.9,Retail,8,Low Revenue
ORD00340,2025-05-25,West,Karthik,Electronics,Laptop,28,570.96,15986.88,Retail,5,Low Revenue
ORD00341,2025-02-28,North,Amit,Electronics,Monitor,6,469.22,2815.32,Retail,2,Low Revenue
ORD00342,2025-04-04,South,Rahul,Furniture,Chair,3,1232.24,3696.72,Retail,4,Low Revenue
ORD00343,2025-06-22,South,Sneha,Grocery,Milk,43,580.2,24948.6,Wholesale,6,Low Revenue
ORD00344,2025-03-04,East,Arjun,Grocery,Oil,18,726.62,13079.16,Wholesale,3,Low Revenue
ORD00345,2024-04-22,North,Rahul,Furniture,Cabinet,44,1882.37,82824.28,Retail,4,High Revenue
ORD00346,2024-10-29,West,Amit,Electronics,Laptop,3,131.64,394.92,Retail,10,Low Revenue
ORD00347,2024-03-11,East,Priya,Furniture,Table,26,1163.14,30241.64,Wholesale,3,Medium Revenue
ORD00348,2025-05-29,East,Sneha,Furniture,Cabinet,15,456.89,6853.35,Retail,5,Low Revenue
ORD00349,2024-04-22,North,Priya,Grocery,Oil,15,682.64,10239.6,Retail,4,Low Revenue
ORD00350,2024-12-15,East,Meena,Furniture,Table,13,1459.06,18967.78,Retail,12,Low Revenue
ORD00351,2025-05-20,North,Divya,Grocery,Rice,8,1554.69,12437.52,Retail,5,Low Revenue
ORD00352,2025-11-23,South,Priya,Grocery,Oil,7,433.4,3033.8,Retail,11,Low Revenue
ORD00353,2025-05-27,North,Arjun,Clothing,Jeans,38,468.47,17801.86,Retail,5,Low Revenue
ORD00354,2025-08-02,South,Rahul,Electronics,Monitor,45,1404.67,63210.15,Wholesale,8,High Revenue
ORD00355,2024-05-31,West,Priya,Furniture,Chair,20,733.03,14660.6,Wholesale,5,Low Revenue
ORD00356,2024-03-13,North,Sneha,Grocery,Oil,6,281.57,1689.42,Retail,3,Low Revenue
ORD00357,2024-10-08,North,Rahul,Furniture,Chair,4,97.02,388.08,Retail,10,Low Revenue
ORD00358,2024-12-08,East,Amit,Electronics,Tablet,28,1725.6,48316.8,Retail,12,Medium Revenue
ORD00359,2025-11-26,West,Rahul,Electronics,Laptop,47,1474.61,69306.67,Wholesale,11,High Revenue
ORD00360,2025-11-10,East,Amit,Clothing,Jeans,34,1578.41,53665.94,Wholesale,11,High Revenue
ORD00361,2024-01-08,North,Divya,Electronics,Phone,48,1000.31,48014.88,Retail,1,Medium Revenue
ORD00362,2025-01-25,North,Priya,Electronics,Phone,28,971.72,27208.16,Retail,1,Low Revenue
ORD00363,2024-11-30,South,Priya,Electronics,Phone,24,550.84,13220.16,Wholesale,11,Low Revenue
ORD00364,2024-10-11,North,Amit,Clothing,Shoes,43,54.05,2324.15,Retail,10,Low Revenue
ORD00365,2024-01-15,North,Meena,Clothing,Shoes,30,1509.47,45284.1,Retail,1,Medium Revenue
ORD00366,2025-07-09,South,Amit,Grocery,Oil,39,1146.97,44731.83,Retail,7,Medium Revenue
ORD00367,2024-11-11,North,Priya,Clothing,Shoes,50,1000.86,50043.0,Retail,11,High Revenue
ORD00368,2025-03-30,East,Karthik,Electronics,Phone,6,1111.02,6666.12,Wholesale,3,Low Revenue
ORD00369,2024-02-04,East,Priya,Furniture,Cabinet,2,1163.46,2326.92,Wholesale,2,Low Revenue
ORD00370,2024-01-14,West,Divya,Grocery,Rice,33,573.2,18915.6,Wholesale,1,Low Revenue
ORD00371,2024-07-05,North,Sneha,Clothing,Jacket,35,392.95,13753.25,Retail,7,Low Revenue
ORD00372,2025-02-23,East,Meena,Furniture,Desk,21,1451.39,30479.19,Retail,2,Medium Revenue
ORD00373,2024-01-05,East,Rahul,Grocery,Sugar,30,1442.14,43264.2,Wholesale,1,Medium Revenue
ORD00374,2024-08-16,East,Amit,Furniture,Table,41,983.04,40304.64,Retail,8,Medium Revenue
ORD00375,2024-08-09,West,Meena,Furniture,Desk,23,428.18,9848.14,Wholesale,8,Low Revenue
ORD00376,2025-08-01,East,Amit,Clothing,Shoes,37,1396.36,51665.32,Wholesale,8,High Revenue
ORD00377,2025-07-31,West,Karthik,Furniture,Table,39,151.51,5908.89,Wholesale,7,Low Revenue
ORD00378,2025-02-12,East,Meena,Electronics,Laptop,4,1758.99,7035.96,Retail,2,Low Revenue
ORD00379,2024-09-29,West,Priya,Furniture,Chair,44,1977.84,87024.96,Wholesale,9,High Revenue
ORD00380,2025-01-05,West,Meena,Furniture,Chair,36,643.77,23175.72,Retail,1,Low Revenue
ORD00381,2025-08-01,West,Sneha,Electronics,Phone,32,352.43,11277.76,Retail,8,Low Revenue
ORD00382,2024-02-06,South,Priya,Clothing,Jeans,11,1247.76,13725.36,Retail,2,Low Revenue
ORD00383,2025-11-06,West,Sneha,Grocery,Sugar,13,1444.73,18781.49,Retail,11,Low Revenue
ORD00384,2024-11-19,West,Meena,Clothing,Jacket,34,1793.43,60976.62,Wholesale,11,High Revenue
ORD00385,2025-09-10,South,Sneha,Clothing,Jacket,18,977.55,17595.9,Retail,9,Low Revenue
ORD00386,2024-09-11,East,Sneha,Grocery,Sugar,14,401.71,5623.94,Retail,9,Low Revenue
ORD00387,2025-08-04,South,Amit,Grocery,Rice,4,138.56,554.24,Wholesale,8,Low Revenue
ORD00388,2025-06-20,South,Priya,Furniture,Desk,4,1939.53,7758.12,Retail,6,Low Revenue
ORD00389,2025-08-13,West,Arjun,Electronics,Monitor,10,1158.08,11580.8,Wholesale,8,Low Revenue
ORD00390,2025-09-10,East,Priya,Clothing,Jacket,4,1052.0,4208.0,Retail,9,Low Revenue
ORD00391,2025-06-11,West,Meena,Furniture,Table,38,1410.63,53603.94,Retail,6,High Revenue
ORD00392,2025-08-06,North,Arjun,Grocery,Milk,45,1948.09,87664.05,Retail,8,High Revenue
ORD00393,2025-09-29,South,Karthik,Electronics,Laptop,7,1948.05,13636.35,Wholesale,9,Low Revenue
ORD00394,2025-09-08,North,Meena,Furniture,Chair,25,1890.86,47271.5,Wholesale,9,Medium Revenue
ORD00395,2024-05-23,East,Sneha,Furniture,Table,20,888.75,17775.0,Wholesale,5,Low Revenue
ORD00396,2025-05-11,South,Arjun,Clothing,Shirt,33,362.91,11976.03,Wholesale,5,Low Revenue
ORD00397,2024-08-04,North,Divya,Clothing,Jacket,3,1455.25,4365.75,Retail,8,Low Revenue
ORD00398,2025-02-25,South,Priya,Electronics,Phone,30,1706.52,51195.6,Wholesale,2,High Revenue
ORD00399,2025-03-24,West,Sneha,Grocery,Oil,7,77.38,541.66,Retail,3,Low Revenue
ORD00400,2024-09-12,South,Amit,Furniture,Table,33,904.63,29852.79,Retail,9,Low Revenue
ORD00401,2024-10-12,East,Sneha,Clothing,Jeans,31,194.05,6015.55,Wholesale,10,Low Revenue
ORD00402,2024-11-29,North,Divya,Furniture,Desk,33,816.14,26932.62,Wholesale,11,Low Revenue
ORD00403,2025-12-05,South,Priya,Electronics,Tablet,41,1318.84,54072.44,Retail,12,High Revenue
ORD00404,2025-04-10,South,Sneha,Grocery,Rice,17,1018.02,17306.34,Wholesale,4,Low Revenue
ORD00405,2025-11-08,North,Priya,Grocery,Milk,46,1807.98,83167.08,Wholesale,11,High Revenue
ORD00406,2024-01-01,North,Karthik,Electronics,Phone,39,1052.1,41031.9,Retail,1,Medium Revenue
ORD00407,2025-02-05,South,Arjun,Clothing,Jacket,20,1328.56,26571.2,Retail,2,Low Revenue
ORD00408,2025-11-16,South,Sneha,Grocery,Rice,43,544.1,23396.3,Wholesale,11,Low Revenue
ORD00409,2024-09-14,West,Karthik,Electronics,Monitor,45,672.07,30243.15,Retail,9,Medium Revenue
ORD00410,2024-02-19,East,Divya,Electronics,Phone,42,1099.11,46162.62,Wholesale,2,Medium Revenue
ORD00411,2024-08-10,South,Amit,Electronics,Tablet,11,1531.52,16846.72,Wholesale,8,Low Revenue
ORD00412,2025-09-11,East,Meena,Electronics,Tablet,29,561.07,16271.03,Retail,9,Low Revenue
ORD00413,2024-05-26,East,Sneha,Furniture,Desk,50,1562.77,78138.5,Retail,5,High Revenue
ORD00414,2024-05-13,East,Rahul,Electronics,Laptop,20,416.76,8335.2,Retail,5,Low Revenue
ORD00415,2024-03-31,West,Karthik,Furniture,Chair,15,210.41,3156.15,Retail,3,Low Revenue
ORD00416,2024-01-10,East,Amit,Grocery,Oil,30,84.43,2532.9,Retail,1,Low Revenue
ORD00417,2025-01-25,North,Arjun,Electronics,Tablet,48,746.46,35830.08,Wholesale,1,Medium Revenue
ORD00418,2024-08-31,South,Priya,Electronics,Laptop,6,913.7,5482.2,Wholesale,8,Low Revenue
ORD00419,2024-10-17,North,Arjun,Electronics,Tablet,1,785.7,785.7,Retail,10,Low Revenue
ORD00420,2024-04-08,West,Karthik,Electronics,Phone,3,296.33,888.99,Retail,4,Low Revenue
ORD00421,2024-06-05,West,Meena,Electronics,Tablet,43,1745.67,75063.81,Wholesale,6,High Revenue
ORD00422,2024-02-06,South,Karthik,Clothing,Jeans,21,421.77,8857.17,Wholesale,2,Low Revenue
ORD00423,2025-04-18,East,Arjun,Electronics,Tablet,21,1391.54,29222.34,Retail,4,Low Revenue
ORD00424,2024-01-28,East,Rahul,Electronics,Laptop,33,1136.7,37511.1,Wholesale,1,Medium Revenue
ORD00425,2025-04-11,West,Amit,Clothing,Shirt,41,768.85,31522.85,Retail,4,Medium Revenue
ORD00426,2024-03-30,South,Priya,Clothing,Shirt,31,655.16,20309.96,Wholesale,3,Low Revenue
ORD00427,2025-03-26,East,Karthik,Electronics,Monitor,23,861.59,19816.57,Wholesale,3,Low Revenue
ORD00428,2025-04-02,East,Rahul,Electronics,Laptop,49,351.17,17207.33,Retail,4,Low Revenue
ORD00429,2024-08-13,West,Meena,Furniture,Desk,7,449.12,3143.84,Wholesale,8,Low Revenue
ORD00430,2024-10-17,West,Amit,Clothing,Shirt,16,1165.94,18655.04,Retail,10,Low Revenue
ORD00431,2025-09-16,South,Amit,Grocery,Sugar,37,963.01,35631.37,Wholesale,9,Medium Revenue
ORD00432,2025-11-21,East,Amit,Grocery,Sugar,44,1274.24,56066.56,Retail,11,High Revenue
ORD00433,2024-06-13,West,Priya,Electronics,Laptop,50,1766.96,88348.0,Wholesale,6,High Revenue
ORD00434,2025-10-26,South,Arjun,Furniture,Table,44,1725.38,75916.72,Retail,10,High Revenue
ORD00435,2024-03-05,West,Rahul,Electronics,Phone,39,1337.93,52179.27,Retail,3,High Revenue
ORD00436,2024-10-26,East,Arjun,Electronics,Tablet,29,732.51,21242.79,Retail,10,Low Revenue
ORD00437,2025-04-29,West,Karthik,Electronics,Monitor,10,1950.08,19500.8,Wholesale,4,Low Revenue
ORD00438,2024-09-21,South,Amit,Furniture,Cabinet,50,302.48,15124.0,Retail,9,Low Revenue
ORD00439,2024-06-29,West,Arjun,Electronics,Laptop,50,648.46,32423.0,Wholesale,6,Medium Revenue
ORD00440,2025-08-11,South,Meena,Clothing,Jeans,9,1968.71,17718.39,Wholesale,8,Low Revenue
ORD00441,2025-06-20,East,Divya,Clothing,Jacket,20,535.49,10709.8,Retail,6,Low Revenue
ORD00442,2025-02-12,East,Meena,Grocery,Oil,10,447.42,4474.2,Retail,2,Low Revenue
ORD00443,2024-02-10,West,Sneha,Furniture,Table,20,1734.32,34686.4,Retail,2,Medium Revenue
ORD00444,2025-07-09,South,Karthik,Furniture,Table,46,741.98,34131.08,Wholesale,7,Medium Revenue
ORD00445,2024-09-20,South,Divya,Grocery,Rice,30,1977.54,59326.2,Wholesale,9,High Revenue
ORD00446,2024-02-07,East,Priya,Furniture,Chair,2,1248.55,2497.1,Wholesale,2,Low Revenue
ORD00447,2024-05-14,North,Priya,Clothing,Shirt,40,1154.73,46189.2,Retail,5,Medium Revenue
ORD00448,2025-10-22,South,Arjun,Furniture,Chair,10,940.63,9406.3,Wholesale,10,Low Revenue
ORD00449,2025-08-16,East,Sneha,Grocery,Milk,34,1542.2,52434.8,Retail,8,High Revenue
ORD00450,2024-11-06,South,Rahul,Furniture,Table,48,64.45,3093.6,Retail,11,Low Revenue
ORD00451,2024-06-17,South,Meena,Clothing,Jeans,21,230.8,4846.8,Wholesale,6,Low Revenue
ORD00452,2025-04-28,West,Priya,Furniture,Table,43,822.74,35377.82,Retail,4,Medium Revenue
ORD00453,2025-02-10,West,Rahul,Furniture,Desk,4,620.69,2482.76,Wholesale,2,Low Revenue
ORD00454,2025-02-20,East,Divya,Furniture,Chair,26,1142.43,29703.18,Wholesale,2,Low Revenue
ORD00455,2024-12-04,West,Arjun,Furniture,Table,13,1451.28,18866.64,Wholesale,12,Low Revenue
ORD00456,2025-12-09,East,Meena,Furniture,Chair,49,616.36,30201.64,Wholesale,12,Medium Revenue
ORD00457,2025-05-01,East,Rahul,Furniture,Desk,15,457.13,6856.95,Wholesale,5,Low Revenue
ORD00458,2024-04-23,East,Arjun,Grocery,Sugar,11,1107.72,12184.92,Wholesale,4,Low Revenue
ORD00459,2024-12-25,East,Meena,Furniture,Desk,22,134.46,2958.12,Wholesale,12,Low Revenue
ORD00460,2025-08-18,South,Divya,Electronics,Tablet,17,1384.06,23529.02,Wholesale,8,Low Revenue
ORD00461,2024-02-10,East,Divya,Electronics,Laptop,29,724.91,21022.39,Retail,2,Low Revenue
ORD00462,2024-09-07,West,Amit,Furniture,Chair,39,509.8,19882.2,Wholesale,9,Low Revenue
ORD00463,2024-05-16,East,Arjun,Electronics,Tablet,27,10.24,276.48,Wholesale,5,Low Revenue
ORD00464,2025-07-02,South,Sneha,Grocery,Oil,25,145.35,3633.75,Wholesale,7,Low Revenue
ORD00465,2024-01-13,East,Meena,Clothing,Jacket,41,853.19,34980.79,Wholesale,1,Medium Revenue
ORD00466,2025-03-05,South,Divya,Clothing,Jeans,8,316.32,2530.56,Wholesale,3,Low Revenue
ORD00467,2025-10-08,West,Sneha,Furniture,Desk,44,1715.45,75479.8,Retail,10,High Revenue
ORD00468,2025-12-22,South,Meena,Furniture,Table,17,755.31,12840.27,Wholesale,12,Low Revenue
ORD00469,2024-10-05,West,Priya,Clothing,Jacket,17,1276.16,21694.72,Wholesale,10,Low Revenue
ORD00470,2024-05-31,West,Divya,Grocery,Sugar,45,1417.13,63770.85,Wholesale,5,High Revenue
ORD00471,2025-06-13,South,Sneha,Furniture,Table,27,1262.17,34078.59,Retail,6,Medium Revenue
ORD00472,2025-02-25,South,Amit,Grocery,Milk,13,276.15,3589.95,Retail,2,Low Revenue
ORD00473,2025-09-17,South,Divya,Grocery,Sugar,17,1200.92,20415.64,Wholesale,9,Low Revenue
ORD00474,2025-10-01,East,Divya,Grocery,Oil,3,821.78,2465.34,Wholesale,10,Low Revenue
ORD00475,2025-11-07,South,Karthik,Clothing,Jeans,6,393.05,2358.3,Wholesale,11,Low Revenue
ORD00476,2024-12-13,East,Priya,Grocery,Milk,6,1752.58,10515.48,Wholesale,12,Low Revenue
ORD00477,2024-06-23,East,Sneha,Grocery,Milk,16,236.55,3784.8,Wholesale,6,Low Revenue
ORD00478,2025-11-15,North,Rahul,Clothing,Jacket,33,1218.56,40212.48,Wholesale,11,Medium Revenue
ORD00479,2024-06-16,West,Divya,Furniture,Chair,41,1889.45,77467.45,Wholesale,6,High Revenue
ORD00480,2025-09-13,South,Divya,Grocery,Sugar,12,1451.0,17412.0,Retail,9,Low Revenue
ORD00481,2024-07-20,West,Amit,Furniture,Chair,4,1334.31,5337.24,Wholesale,7,Low Revenue
ORD00482,2024-10-05,East,Divya,Clothing,Shirt,19,1186.34,22540.46,Retail,10,Low Revenue
ORD00483,2024-01-20,West,Rahul,Grocery,Oil,13,1579.86,20538.18,Retail,1,Low Revenue
ORD00484,2025-03-04,West,Rahul,Clothing,Jeans,23,664.11,15274.53,Retail,3,Low Revenue
ORD00485,2024-08-07,South,Sneha,Furniture,Table,13,1035.48,13461.24,Wholesale,8,Low Revenue
ORD00486,2025-04-24,North,Divya,Clothing,Shirt,45,1792.08,80643.6,Retail,4,High Revenue
ORD00487,2024-10-31,South,Amit,Electronics,Laptop,32,319.63,10228.16,Wholesale,10,Low Revenue
ORD00488,2024-09-19,East,Sneha,Electronics,Tablet,34,547.87,18627.58,Retail,9,Low Revenue
ORD00489,2025-01-05,West,Priya,Clothing,Jacket,22,1852.15,40747.3,Retail,1,Medium Revenue
ORD00490,2024-09-26,North,Meena,Clothing,Shirt,40,1343.43,53737.2,Wholesale,9,High Revenue
ORD00491,2024-03-17,East,Divya,Clothing,Shoes,26,1733.74,45077.24,Wholesale,3,Medium Revenue
ORD00492,2024-06-14,West,Priya,Grocery,Rice,6,1666.05,9996.3,Retail,6,Low Revenue
ORD00493,2024-09-19,East,Rahul,Electronics,Tablet,22,1049.91,23098.02,Retail,9,Low Revenue
ORD00494,2024-01-05,East,Meena,Grocery,Oil,1,304.77,304.77,Retail,1,Low Revenue
ORD00495,2024-05-26,South,Karthik,Electronics,Laptop,13,395.41,5140.33,Retail,5,Low Revenue
ORD00496,2024-07-26,South,Rahul,Electronics,Laptop,28,641.08,17950.24,Wholesale,7,Low Revenue
ORD00497,2025-05-17,South,Amit,Electronics,Monitor,8,819.71,6557.68,Wholesale,5,Low Revenue
